Puan,Yorum
0,Eser genel itibariyle tasavvufi bakış açısıyla Celcelutiye ilgi bilgiler vermekte ardından Celcelutiye yi yorumlamaktadır Esasında kitap verilen bilgiler tasavvuf erbabı kişilerin genel geçer bilgileri niteliğinde olup anlamda eserin bir farklılığı bulunmamaktadır Ayrıca bilgilerin çoğu atıf verilmeksizin kullanılması kanaatimce doğru değildir Zaman zaman konunun derinlemesine irdelendiğinin hissedildiği yerlerde yazarın birden konuyu muhtemelen ticari maksatla özel seanslara atıf yaparak kapatması etik değildir Daha önemlisi adı Celcelutiye olup 400 sayfa kitap yazılıp Celcelutiye nin 103 beytinin sadece 40 beytinin izahının verilmesi tenakuz teşkil etmektedir
1,Olunması gereken bir kitap anılarla dolu
1,Metinler üzerinden kelime gramer öğretmeyi hedefleyen farklı faydalı bir sınava hazırlık kitabı
0,Kütüphanemde tarih kitabı olsun aldığım kitabı çokta beğendiğim söylenemez açıkçası
0,Tatlı sıcak bir hikaye Ama Zayıf bir anlatım zayıf bir son Yolda tatilde zihnin yoğun olduğu dönemlerde vakit geçirmek içim okunur
1,mitolojiyi kolay öğrendiğim bir kitap
1,Bu kitapta Serçekuş Katıraslan Ağaçkakanlar Küçük Şehzade Motorlu Kuş Yürek Dede Ağaç Okul Gülücük isimli kitapları birleştirilmiş küçük büyük herkes okumalı
0,Okumak gerekir mi Zaman kaybı Okurun Haruki Murakami sevgisine göre değişebilecek sorulardan olup yazarın külliyatının okunmazsa olmazı değil
0,kitabı okurken inanılmaz sıkıldım yazarın edebi dili kesinlikle yok kitabın sonuna geldiğimde Bu mudur dedim kaldım
0,deneme türü sevmediğim ben beğenmedim kitabı
0,İçinde güzel bilgiler barındırmasına rağmen yazarın diğer kitapları bir sürükleyicilik beklnememeli
0,Rollo May in okuduğum ikinci kitabı İkisinde sıkıldım Bi okuyacağımı sanmam
1,Kampanyayla alıp beğendiğim tek kitap Bir solukta okuyup bitirdim
1,Çok güzel bir set alınması okunması gereken bir yazar
1,Konusunu kurgusunu beğendim Okurken elimden bırakmak istemedim kitap son derece sürükleyici Yalnız sonu etkileyici olabilirdi
0,kitqpta yazarlarin ismi olsaymis keske basim tarihi bile yok cok eski gorunuyor kitaplar okununca guzel oglumun zevkle okuyacagina eminim gorsellik arayanlara hitap etmez okuyunca zevk alabilirsiniz
1,SEYEHAT KİTAPLARI OKURLARI VE İRAN HAKKINDA BİLGİ SAHİBİ OLMAK İSTEYENLER İÇİN MÜKEMMEL BİR KİTAP
0,Bir hata yapıp yayın evinden aldım Çevirisi kadar eksik bölüm geçişlerinde ciddi anlam kaybı oluyor Diğer basımlara yönelin lütfen
1,Anılarda tarih var kesinlikle eser okunmalı
1,Işılca yine kalemini konuşturmuş Fantastik romantik bol aksiyonlu bir kitaptı beğenerek okudum
1,Gerçekden iyi bir kitap
0,diğer serileriyle birlikte aldım yazarın anlatımı basit hikayelerden oluşuyor tasavvuf alanında önerebileceğim bir kaynak değil
1,zamanda kesinlikle okunması gereken bir kitap
1,güzel bir kitap Yusuf Suresi beni inanılmaz etkiler kitapta hadislerle farklı rivayetlerle anlatılmış
0,Şiir rubaileri severim Rubailerle alakalı fikrim olsun aldım Bir kimseye ait olmayınca tarz içermiyor olay bana sıkıcı geldi
1,Bu kitabın içinde zazalara ait atasözleri neler bildiğim sözler varmı merak ettim nedenle kitabı aldım
1,Bu zamanda mutlaka okunması gereken bir kitap
1,Ah be kadin sen neler yaptin psikopacta bir ask tamamen ilgisiz bir adama karsi
0,Bu davranışta bulunmayan çocuklar kötü bir kitap resmen kötü örnek taşkil ediyor sergilemedigi hırçınliklar segikeniri ögretiyor çocuklara 4 yaş kızıma seriden 3 kitap aldım 3 ü şiddet içerikli asla uygun degil
1,KUTSAL AŞK LA BAŞLAYAN SERİ DEVAM EDİYOR
0,Merakımdan aldım hoşuma gitmedi açıkçası ergence buldum
1,Okurken eğlendik Tavsiye ederim
0,kitabın içeriği iyi olmasına rağmen kağıt kalitesi kötü
0,yorumları okuyarak oğlum aldığım kitap anne oğul pek sevemedik kitap renkli dikkat çekici olabilirdi metin tek tüze tekrardan ibaret
1,İsmail Bilgin hocamızın okuduğum ilk eseri Sürükleyici bir anlatımı var Tavsiye ederim
0,Fettullahçı örgütünün kendisi dışındaki cemaatleri karalamak KAYNAK yayınları çıkarttığı bir despot eser
0,Galiba yanlış zamanda okudum Kitap beklentimi karşılamadı Şiirlerin etkiyici olmasını beklerdim
1,ecoyu birde hiciv yazilariyla okumak gercekten eglenceli
0,Ardakaşın kitaplığında göz atma fırsatımolmuştu özet olarak gereksiz diyebileceğim bi kitap Bu yazarın kafasının baya karışık olduğunu düşünüyorum Çelişkiler içinde yaşıyor olabilir
1,oktay Rıfat Türk şiirinin mihenk taşlarından eşsiz bir şair
0,scratch programınının hazır örnekleri üzerinden hazırlanmış bir kitap açıkcası benim hayal kırıklığı idi
0,Kitap tamamen ittihatçıların birbirlerine gönderdikleri mektuplardan oluşuyor Murat bardakçıyı severim hiçbir anlayamıyorum kitaptan Birçok bilinmeyen terim var açıklama yapılmamış murat bardakçı önsözünde açıklama yapılmayacağını belirtiyor Ben hiçbir anlamadığım fazla okuyamayacağım Yani kitap mundar oldu Sadece mektup bilmediğiniz sayıda terim okumak istiyorsanız alın
1,Serisini tamamlamaya çalıştığımız güzel kitaplar iş bankası yayınları işi iyi yapıyor
0,kitabın içeriğindeki acıyı özümsedim kitaptaki tek yanlılık açık ayan beyan taraflılık üstelik asker ocağındaki mehmetçiklerimiz aynı merhameti aynı sağduyuyu beslemeyen tutum beni oldukça rahatsız etti son sayfalarını okumayı vatanda doğmuş vatanın daimiliği dua eden bir genç olarak kendime yakıştırmayıp bıraktım Tavsiye etmiyorum kesinlikle
1,Öyle bir roman yazmış satırları şirlerinden dizelerle doldurmuş Tavsiye edildiğinde kadar güzel bir kitapla karşılaşacağımı düşünmemiştim 10 üzerinden 10 veririm kitaba
0,Yazarı incelediğimde tamamen ticari kaygıyla yazılmış yada toplanmış bir kitap olduğunu gördüm Sevmedim
1,Kugaha Bişamonten in yerine geçmek elinden gelen kötülüğü yapıyor Yato Bişamon birbirlerine düşüyor En sonda yaşanan üzücüydü
0,Çok basit bir hikaye çizimler muhteşem En çizimlerini beğendim
0,1 den sonra aldim bunu 2 3 oldukca bos aciklamali 2 sayfalar resimlerle doldurulmus 3 1 beyit var altinda bir satir aciklama sayfa tamamen bos hayati hocam 2 3 u acilen yeniden duzenlemelisiniz kesinlikle hali almayin diyanet tv den ayni isimle yayinlanan prog izleyin var nette
1,Gerçekten güzeldi Tavsiye edilir
0,Cumhuriyet Turkiyesini devletten saymayan ilginç bir tarihçi ona gire sadece Osmanlıya kadar var sonrası yok
1,UZUN YÜRÜYÜŞÜMÜZÜ GÖRMEK GÖREBİLMEK İÇİN
1,Postacı alternatif bakış açılarını benimsemede usta bir bilimkurgu yazarı olan David Brin in erken dönem eserlerinden bir bakıma döneminin kasvetli gelecek düşüncelerine cevabı
0,Yorumlardan beklentim arttı güzel değildi liseye giden birinin yazabileceği şekilde tahmin edilebilirdi
0,okuyamadım zor dayandım ha gayret ha gayret maalesef bıraktım
0,Büyük beklentiyle almıştım fakat umduğumu bulamadım Altını çizdiğim satırlar oldu dini konularda yazdıklarını beğenemedim islami açıdan sıkıntılı dizeler var
0,Yazarın diğer romanlarına nazaran okuyucuyu sürüklemeyen biraz zor sıkıcı Anlatımı karmaşık anlatıyordu nerdeyim konuşan dedirten bunaltıcı bir roman
0,Öykülelerden dedektif öğretisi üzerine ders alıyor hissettim Akmıyor Hayal kırıklığı
0,konusu akıcı ancak olmamış herhangi yazsa kabul onur ünlüye yakışalacak bir kitap değil yine kalemine sağlık yine yazsin yine okuyalım
1,Ustanın kült romanları arasında yer alan eseri kitaplıkta bulunmalı
1,Klasik Edebiyat ustalarımızdan Prof Dr Ali Nihat Tarlan ın muazzam çalışması Kıymetini bilerek istifade etmemiz gereken bir eser
1,Kendi türünde okuduğum iyi kitap diyebilirim Üç kitabı bitirdim Her bir satırda merak ettiriyor heyecan bitmiyor Tam yolunda derken yüreğiniz ağzınıza geliyor Kesinlikle baştan sona güzeldi Gereksiz detaylarla asla sıkmıyor sizi Her kitapta üstüne bir tık koymuş düşünmeden alın okuyun
0,Vasat Beklediğim değil Yazarın diğer kitaplarını okuyan olarak Temizlikçi hariç diğerleri zayıf kalıyor Bu zayıf kitaplarından
0,Nasilda uzun cumleler kesinlikle yorucu bir kitap bitiremeden biraktim
1,sevdiğim bir dergi ay düzenli olarak okuyorum tavsiye ederim
1,Güzel bir toplum eleştirisi kitabı
1,Saatleri Ayarlama Enstitüsünü yıllar önce beğenerek okumuştum Şimdi Huzuru okuyacağım Çok sevmiştim Ahmet Hamdiyi üslubunu anlatmak istediklerini anlatış biçimini tahlillerini Ne güzel edebiyatçılarımız var iyi varlar
0,biraz sıkıcı bir kitap kızım almıştım bende okudum pek beğenmedim
0,Hocadan Attila yı bekliyoruz Mete olabilir
0,Kitap boyut olarak küçük bulmaca kitabı Sorular kaliteli olsa boyut olarak maalesef beğenemedim
1,Eğitici güzel kitaplar çocuklarınıza kitapları sevdirmek gayet iyi
0,Yüzlerce insanı zehirleyen bir müptalanın kaleminden
1,Yazarin okudugum ilk eseri Güzeldi
1,don kişot çocukken okuduğum bir kitaptı sevdiğim bir karakter hemde çizgi romanları sevince birinci ikinci cildide tükenmeden aldım hemde indirimli
0,kitapların hızlı yazıldığı bence belli oluyor
1,Gizem BİLİCİ nin diğer kitapları sade akıcıyla bir günde bitirdiğim kitaplardan tavsiye ederim
0,Nam ı diğer Pargalı nın başına gelenler
1,Bu kitaptan sonra çocukların televizyon izleme isteği azalacaktır
0,Anlatım tarzını begenmedım Sıkıcı bır kıtap yarısını ancak okuyabıldım
0,montaigne nın denemeleri gibiydi tespitlerde bulunulmuş kendiyle sohbet esasıyla geçiyor ben bekliyordum ondan bende beklenileni vermedi
0,Kitapta Muhsin Yazıcıoğlu suikastine ilişkin hemen hemen hiçbir yok Dağlıca baskını ilgili bilgiler edinmek okunabilir Bence kitabın ismi alakası yok Başka bir isim verilmeliydi
0,Kitaba bir hevesle başladım gerçekten beğenmedim zorla okudum Konu itibariyle güzel bir kitap olduğunu düşünerek aldım hayal kırıklığına uğradım bir kaç yer dışında beğenemedim
1,İstanbul severler canlı manzaralar var
0,Çok fazla beklentiniz olmasın
0,Çok zor bir dili var Konular birbirine girmiş
0,Gazetecilik bölümü okuduğum aldım Fakat yazar ilgili çıkan haberlerden sonra okumak istemedim
0,Ben beğenmedim bana yetersiz geldi zaten kendide yazamadığını söylemiş
0,Çok zorlandığım bir kitap oldu okuyup okuyup hala beş sayfa ilerlemişim dertlenerek kısacası yarım bırakmamış olmak okudum Konu güzel düşünmüştüm benim dili ağırdı akıcı değildi Karakterler dehşet verici olaylar yaşıyor değil olayın içine giremedim Aslında ben kitapta anlatılan hikayeye inanmadım
0,din sosyal hayatı harmanlamaya çalışmış zaman kaybı bir kitap
1,inanılmaz tespitler güncel bilgiler barındıran bir kitap
1,Richard Swinburne Criagin yazdığı bölümler gayet başarılıydı Çok anlaşılır bir kitap özellikle 12 Delil kitabından sonra okunmasını öneriyorum
0,bence genele degil emekli belli bir yaş üstü yazılmış ilk aldığım bir kitap icin pisman oldum
1,Gülce şiirini özellikle seviyorum Daha fazla eseri olmalıydı düşünüyorum merhumun Rahmet olsun
0,gençlerin alıp okuması gerekir ben beğenmedim
1,Merak ederek aldığım bir kitaptı bilimle ilgisi olan herkesin severek okuyacağı bir kitap
0,BİR İŞE YARAMAZ ALMAYIN
1,nasrettin hoca nesile okutulmalı bence güzel kitap
0,Tanrı ister Kitabını okuduktan sonra büyük beklentilerle almıştım Beklentimin altında bir kitap Serinin tam bir hayal kırıklığı olduğunu söyleyebilirim
0,kitap yavaş ilerliyor cok tavsiye edebileceğim bir kitap değil
0,Kötüden hallice bir kitap okunur okunur birine öneri olarak sunarlıyım yok
1,Ahmet Günbay YILDIZ derim başkada bir demem Bütün kitaplarını okudum yeni kitabını dört gözle bekliyorum Diğerleri kitapta bir harikaydı
0,sonunu olaylarin gidisatini kolaylikla tahmin edebileceginiz vasat bir kitap
1,Aklınızda siyasal düşünceler tarihiyle ilgili bir şeyler oluşturacak kitap
0,Kitabı yazık ben 4 yaşındaki oğlum beğenebildik Ben kitaptaki çocuğun sabredemediği büyükbabasına bağırmasını bir çocuk kitabı uygun bulmadım yazık
1,Bize Ali Yaşar Sarıbay tavsiye etmişti bende size tavsiye ediyorum
1,Güncel gerçekleri aydınlığa kavuşturan bir eser Zaten Soner Yalçın işin uzmanı
1,Önce KADIN İyiki varsın Yılmaz ÖZDİL Kitaplarını çocuğuma miras olarak bırakacağım
0,Tevfik Fikret i islam ideolojinin pençesinde takılı kalmış birinin at gözlüklerinden görmemizi sağlayan kitap
1,Anne baba üzerine yazılmış güzel satırlar tavsiye ederim
1,5 7 yaşındaki kızıma çizimleri anlatarak okuduk sevdik
0,Biraz sıkıldım okurken beklentimin altındaydı
1,Kitabım elime ulaştı aldığım an başladım okumaya Gerçekten harika bir kitapmış okunmadan anlaşılmaz kadar sürükleyici bir kadar öğretici bir kitap Böyle bir kitap yazdığı Nur Hayat Şuara Şenbalkan Hocama teşekkür ederim
1,kitap tamamen ders odaklı üniversite öğrencileri faydalı bi kitap gerçekten
0,Bana hitap etmeyen bir kalem
1,Eşsiz bir kitap hz Yusuf kıssanı ince manaları teferruata girmeden doyurucu olarak anlatmış
0,Proust hakkında bilgi edinebilirsiniz fakat bence okumaya değer bir kitap değil
1,İslam kadın hakları üzerine güzel bir araştırma ispat
0,Ders çıkarabilecek güzel bir eser fiyatı gereksiz yüksek
0,Doktora tezim almıştım Ama maalesef içeriği itibariyle sathi bir eser Hik ye anlatma sanatı büyük bir isim konulmuşsa kuramlar hik ye anlatıcıları hik ye çeşitleri hik yelerin yapısı hik yelerin yaratılmasını tetikleyen imgeler pek açıdan meselelerin ele alınmasını gerektirir Ne şıklar masal anaları mizah ustalarına değinilmiş Yayınevinin ismi sayesinde alınan bir eser statüsünde sadece
1,1434 kitabını önce okumuştum ilk kitap okunmalı Çin dünya tarihine farklı bir bakış sürükleyici akıcı kitap biraz kalın çabuk bitiyor
0,buradaki yorumlara bakarak 10 numara 5 yıldız bir eser olduğunu düşünürseniz yanılırsınız ben şahsen kitabı beğenmedim 4 yaşındaki oğlumun ilgisini pek çektiği söylenemez 3 küçük afacan annelerinden izin almadan balona biniyorlar baloncu dede onları aşağı indiriyor bir hayal gücü bir öğreti var
1,Farkındalık kitabı bence herkesin kendi hayatını iyi sürdürebilmesi okuması gereken bir kitap
1,Sade akıcı bir dili var tavsiye ederim
0,Kitap ismi iyi kapak harika içi boş Çocuk edebiyatından seçip okuyacağınız herhangi bir kitap kitaba göre kazandıracaktır Yine verilen emeğe saygı teşekkürler
1,tekrar basımı uzun süre bekledikten sonra kavuştum Beklemeye değecek bir kitap
0,Jane Austen hayranı olarak merak ederek almıştım Hiç bir olayı olmayan sadece boş zamanda yüzüne bakılabilecek bir roman
1,Titiz bir çalışmanın ürünü olan kitap hadisten lisansüstü çalışacakların el kitabı olacak kalitede
0,Basit klasik kişisel gelişim kitabı Bu adam aynı şeyleri yazıyor
0,desenleri şablonları beğenmedim tavsiye etmem
1,Adler okumaya kitap baslanmali
1,Okumak geç kalmışım mükemmel ötesi
0,Bu aralar populer bir alan tabi çoğu şeyleri evde yapan yapmaya çalışan olarak beklentimin altında bir kitap
1,Taşkın Hoca bilimsel meseleleri güzel basit şekilde işliyor Hayretle okudum
0,Çok beğendiğimi söyleyemem Beni etkilemedi
1,Zeynep hocanın emeğine sağlık güzel bir kaynak mutlaka çözülmeli
1,haz odaklı toplumumuzda günümüzde sürekli mutlu olmak zorundaymışız sıradan geçen anı mutsuzluk algılamaya başladık Çocukları kavramlar üzerine düşündürtmesi harika mutsuzluluğun mutluluğun insana dair duygular olduğunu duygularıyla başa çıkmayı öğrenmek çocuk önemli
1,Ömrümün defteri oldu bi nevi
0,Mektuplaşma türünde bir kitap Bü türü sevmeyenler ilgi çekici olamıyor yazık
1,Yaramaz Mugamız ZıpZıpın maceralarından oluşan bir kitap
1,Çocuklarının Kur an ı Kerim öğrenmesini isteyen ebeveynlerin Kur an eğitimcilerinin genelde kendi kendilerine sordukları ilk soru Nasıl Kur an okumayı öğreteceğimdir Halbuki ilk sorumuz Kur an ı Kerim i sevdirebilirim olmalı İşte kitap Allah ın izniyle Çocuk Kalbinde Kur an sevgisini yeşertebilmek duasıyla yazıldı Küçüklere İslamiyet i öğretmenin güzel yolu okumaktır elbette Bu kitap kutsal kitabımız Kur an bizim yaratılan şeylerin ipuçlarını taşıyor Her satırını ayetini büyük bir heyecanla merakla okuyacığınıza eminim Her cümlesi Rabbimizi bize verdiği güzellikleri anlatmayı hedefleyen çalışmayı seveceksiniz Ortaokul öğrencisine uygun özenle hazırlanmış güzel okunası tavsiye edilesi bir çalışma
0,mini kitabı beğenmedim
1,Gerek yazarı gerekse içeriği bakımından fazlasıyla nitelikli bir kitap Yazar hoca tanışma fırsatım olduğu şunu söyleyebilirim ANCAK BU KADAR MÜSLÜMAN VE ÜMMET DUYARLILIĞINA SAHİP BİR İNSAN OLABİLİRDİ Kendisi ciddi manada bir ilim insanı kitabı kesinlikle tavsiye ederim
1,Kitapta bilinenin ötesinde bambaşka bir alevi tarihi anlatılıyor Alevilik bir burdan okunmalı şimdiye kadar anlatılanrın çoğu benzer şeyleri anlattılar tarihe fazla bir katkıları olmadı
