Puan,Yorum
0,Öncelikli yüz sayfa olması gereken bir eseri gereksiz konuşmalar araklı satırlar kalınlaştırmis Ayrıca hiçbir belge alıntı dipnot olmaması sebebiyle kurtlar vadisi tarzı hayal ürünü olduğunu dusunuyorum Roman niyetine okunsa kulturel anlamda tavsiye etmem Bir iki çelişkili konuları twittir üzerinden yazara sordum lakin cevap vermedi
1,İyi bilimkurgu iyi edebiyattır Çok başarılı bir derleme yerli yazarlarımızdan türde uzun hikayeler bekliyoruz Uyar ın okuduğum ilk kitabıydı diğerlerini takipteyim
0,Vakit kaybı Verdiğim parayı almak istediğim tek kitaptır ilk sayfadan sonunu belli olan zorlama öyküler Okunmuyor Ne bilimsel nede edebi Pisikonet yayınlamadan önce bakmadımı Sevmediğiniz birisine hediye etseniz bidaha sizinle konuşmaz Ancak şekilde değerlendirilebilir
0,Berbat Marguez i sevmeme rağmen ykülerini sevmedim
1,turgut özakmanın güzel eserlerinden
0,Edebi değeri asla olmayan seksle prim yapmaya çalışmış taklit bir kitap Ne yazık taklit ettiği kitaplarda azından bir kurgu oluyordu Sonunu getiremediğim bir kitaptı
1,S A GÜNÜMÜZDE HERKESİN KÜTÜPHANESİNDE OLMASI GEREKEN BİR KİTAP İLMİ KİTAPLARDAN ÖĞRENİP ARAŞTIRALIM OKUYALIM
0,Oldukça bos bir kitap Ne kazandırdı hic bir Olay desen yok Hir cocuk gelişimci olarak begenm3dik maalesef Boşa alınan bir kitap
0,Hiç bir kompozisyonu olmayan bir kitap Sokak benim bütün bir dünyanın sembolüdür diyor
1,Yazarın üçüncü öykü kitabı On öyküden oluşmuş Severek sıkılmadan okunacak öyküler Tavsiye ederim
1,fazla isim var evet ben zorluk çekmed hikaye gerçekçi güzeldi
1,Kampanyadan aldım Hoş bir kitap
0,Entrikalara dayanmış bir Afyoncu kitabı
1,Seyyid kutub la ilgili şahane tespit araştırmalar
0,Çok basit kaçmış iddia ettiğinin aksine
0,Oldukça sığ bir araştırma Yazım hataları Parama acıdım inanın
0,Nobel ödüllü yazarların eserlerini okumak yolunda ilerlerken sıranın adı geçen kitaba geldiğini gördüm Kitap yıllar evvelinden evlilik sorgulamasını bugün kadınların bakış açısına yakın bir şekilde dile getirmiş kesinlikle okunulması gereken bir eser
1,Uykunuzdan bile feragat edip okumaya devam edeceğiniz gerginliği heyecanı sonuna kadar yaşayacağınız bir eser Kesinlikle okuyun
1,İlginç sürekleyici bir macera geçiren artık ölü olan adamın defteri Çok akıcı bir roman Halit Ziya nın diğer romanlarını tavsiye ederim
1,Julia Donaldson ın önce Bir Kabuğu Paylaşmak adlı kitabını okumuştuk Bunu sevdik Ayrıca kitabın cilt kağıt kalitesi harika Anne babalara tavsiye ederim
1,Gayet güzel anlamlı kısa öykülerden oluşuyor dili akıcı Kargom sorunsuz ulaştı teşekkür ederim
1,Ülkede duyulan bilinmeyen bir dönemi anlatan güzel bir kitap
1,Türkiyenin kalkınması uğraşanların ortadan kaldırıldığını anlamaya yardımcı olacak bir eser
1,YÜKSEK LİSANS İÇİN OLMAZSA OLMAZ BİR KİTAP
1,Bir zahidin seyru suluku sirasinda gecirdigi asamalari anlatan nefis bir kitap
1,Serinin sevdiğim kitaplarindan birisi
0,İç sayfalarından Hz Adem olan bölümün bir kısmını okudum İsrailiyat olduğunu gördüm O yüzden okuyacaksanız dikkatli okuyun derim
0,Hayal kırıklığına uğratan bir kitap Holotropik nefes çalışmalarının faydalarını anlatıyor Ama kendi kendinize yapamazsınız Nasıl yapıldığı anlatılmıyor Yapanı bulacaksınız Akademik bir kitap
1,Değişmeyen değiştirilemeyen umutsuzluk asansörcü rolünde zirveye çıkıyor Dayısının romanın kahramanını bir kalemde silmesi cabası
0,kitabın ilk sayfasındaki cümleler çocuklar uygun değil aldigima pişman olduğum nadir kitaplardan
1,Çok güzel bir kitap emre dorman ın serisini almanız gerek hoş yazımı var sizi sıkmıyor eski dil yada arapça terimler kullanmıyor günümüzde ender raslanan kitaplar
0,beklentilerimi karşılamadı vakit kaybı
0,İlki güzeldi berbat üçüncüyü okumucam zaman kaybı
1,Dini ilmin temeli ledünni ilmi arastiranlara tavsiye ederim
0,Kitabın konusunu bir türlü anlayamadım beklentimi karşılamadı
1,severek okudum kalemi naif betimlemeler olağanüstü
1,Oğlunun yazdığı Büyükelçi Cepheye Giden Yol kitaplarını okumuştum Son olarak bunu okudum Şükranlarımızı saygımızı sunmamız gereken yaptıklarıyla gözlerimi yaşartan komutan devlet adamı
0,Elbette yazar boş değil araştırmış emek verilmiş saygım var Ama eleştirmek hakkımız yazar Türkologlarla fikir dindarlarla İbrahimin karısı ketura mısırlıydı Tevrat ta detaylı anlatılır Türkülerin soyunu Nuh a bağlayan Türkologlar var sadece varsayım olduğunu belirtiler Yazara sormak gerek madem Türkler Allahın töreli toplumuydu peygamber gelmedi son peygamber töreli toplumdan çıkmadı Meksikada güneşe tapan yerli kabileler var aynı İslamın ibadetlerin benzer ibadetleri onlarada hanif diyeceğiz Türklerin kılıç zoruyla Müslüman olduğunu Murat Bardakçı bile defalarca söyledi Bu yazarın kendi iddiası zorlama iddia ben katılmıyorum yazara Halil İnalcık Ahmet Taşağıl Ali Ahmetbeyoğlu Gönül Alpay Tekin Tülay Çulhaoğlu Tufan Gündüz Osman Özgüdenli Cüneyt Kanat İlber ortaylı Muazzez İlmiye Çığ Yaşar Çoruhlu Fuzuli Bayat adını sayamadığım nice bilim insanımız birinden duymadım Yazar Türkleri doğuştan Müslüman yaptı
1,içerisinde kısa hikayeler içeriyor birbirinden anlamlı konulara değinmiş dönem hakkında oldukça bilgi veriyor
1,ruh bakımından cilt bakımına önem verdiğimiz zamanda ruhumuza iyi gelecek kitaplardan
1,yazarın kitaplarında sıkça işlenen çevre konusu işlenmiş tavsiye ederim
1,Konu sıradan olmuş Anlatım başarılı değil
0,Cogu distopya okuması ilginc kitaplar olmasına ragmen buradaki karakterleri sonuk buldum Kurgu cok ilginc degildi
1,İmam Gazali yi anlamak önce fikir dünyasındaki yolculuğunu bilmek gerekir Bu kitap Gazalinin yolculuğunu kendi kalemiyle size defalarca okutacak
0,içeriğinde fazla nitelikli bilgiler yer almıyor Sosyal beceri konusunda kitaba göre faydalı kaynaklar tercih edilebilir
1,Tarihe ilgi uyandıran setin kitabı güzel olmuş
1,Ugultulu tepeleri baska bir yayindan okudum cevirisi bakimindan cok kotuydu esere ceviriye ragmen aşık oldugum icin duzgun bir yayinevinden aldim gayette memnunum
1,Kitaptaki görseller duygulandırıyor insanı
0,Çok kısa bir çizgi roman Hikayeden bahsedecek olursak basit kaldığını söyleyebilirim
1,Yeğenim aldım Bende merak edip okudum Gayet güzel çocuklara güzel erdemler katacak bir kitap
1,Yazar Tarık Uslu çocuk dilinden iyi anlıyor gerçekten
0,Bana hitab etmedigi cok acik Zaman kaybiydi
1,Mükemmel bir kitap bir kadar filmi başarılı Aşkın sınırsızlığını sevginin acı dolu gücünü hissettiren bir kitap
0,Bir başka hayal kırıklığım
1,dostlugu anlatan cok guzel bir kitap 2 5 yasindaki oglum cok sevdi
0,Kesinlikle parola yayınlarından almayın eser yazım yanlışları dolu Çok rahatsız edici bir durum
1,Yazarın guzel sürükleyici bir anlatımı var Konu guzel tavsiye ederim
1,İçerik olarak güzel fiyatta uygun
0,Kitabı yorumları okuyarak almıştım Yazarların isminin olmaması ilk başta dikkatimi çekmemişti içindekilere bakınca anladım doğru olan bir kısım bilginin yanında 19 mucizesi bir bölüm var O bölümü görünce yazarları araştırdım Caner Taslaman ın yazarlar içinde olduğunu görünce kurnazların isimlerini vermediğini anladım Kitabı okumadım sakıncalı yanlış bilgiler olabileceğini düşünüyorum Bu alanda kitap arayanlara Gary Miller Türkçesi var M Sinan Adalı nın kitaplarını tavsiye ederim
0,2016 yılında çıkardıkları soru bankasının sorularını olduğu koymuşlar Haberiniz olsun
1,10 numara 5 yıldız Bir Cemil Meriç klasiği Okuyun okutun
0,Diğer kitabını heyecanla bir solukta okuyup bitirmiştim ancak kitapta spordan bahsedilecek anlatılmış kitabın ismi aldığım bir kitaptı bir türlü ilerleyemedim
1,Limit el kitabıyla birlikte gitmeyi düşünüyorum
1,Hikayesi zaten harika olan kitaba bir resimler eklemişler müthiş olmuş Çok beğendim
1,2 yaş üstü çocuklar rengarenk çizimleri içeriği ilgi çeken bir kitap
1,Sartre yi anlamak okunması gereken bir otobiyografi
0,Çok acaip zorlama bir kitap olmuş Yazar kendini ikna edememiş derinliği olmayan yüzeysel ele alınmış konu
1,Çok güzel hik yeler Bazıları dram bazıları güldürüyor Okurken dilden zevk alacağınız kalbe değen hik yeler Okuyunuz
0,Kampanyadan aldım Baskı kalitesi filan güzel bir kitap kültürümüze damak zevkimize pek uymuyor Paketli hazır ürünler yeni tarifler oluşturmak istenmiş ben sevmedim
1,Çok yüzeysel anlatmış içerisinde ders çıkarılacak konular var tavsiye ederim
0,nolur bir an önce bitsinde kurtulayım dediğim ender kitaplardan Yazar birçok bölümlerde tekrara düşmüş Okuyucuyu sıkmış boğmuş
0,Fazla cocuksu kaldı benim zevkim icin
1,Elinizden bırakmadan okuyacağınız alanında kendini iyi yatiştirmiş bir yazarın kitabı Tavsiye ederim
0,Nermin Bezmen in kocası tanışması adamın karısından boşanıp nermin bezmen evlenmesi adamın ölümünü konu alan günlük tarzında bir kitap ben pek keyifli bulmadım
0,yazar anılarını yemek üzerinden anlatmış gastronomik bir değeri olduğunu düşünmüyorum
1,Çamlıca yayınlarının etkinlik kitaplarını tavsiye ediyorum
0,Benim doğru zaman değildi doğru kitap kurguya dahil olamadım malesef
0,Bu kitabı anlamak felsefe mi okuyor olmak lazım analayamadım Kitapyurdu kahve kitap ikili teklif yapmış Bence kahveyi içip kitap basında vakit kaybetmeye gerek yok
0,Kitabın başlığı içeriği uyumsuz Kitap adı kitabın bölümlerinden sadece diğer bölümler başlık ilgisiz Başlığa bakarak satın aldım pişman oldum
0,Kitapları yarım bırakmayı sevmediğim kendimi okumaya zorlasam on bir bölüm okuyabildim sadece Amaçsız bol küfür argolu bana hitap etmeyen bir kitap
0,Almadan önce merakla içindeki hikayeleri biran önce okuma hissi kitabın yarısına gelince beğenmeme hissine dönüşüyor Son sayfalarını bitsin artık diyerek okuduğum ilginç kitap
0,İçinde hiçbir olay geçmiyor İnanılmaz kısa resimleri birbirinin aynısı Yeğenim almıştım Pişman oldum
0,Lisede yazdığım kompozisyonlara benziyordu kitap bir ergenin çılgın hayal gücüyle olmayacak şeyleri yaşayabileceği bir dünya yansıtılmış Yüzüklerin Efendisi Taht Oyunları Yaşlı Adamın Savaşı bir sürü fantastik kitap okumuş bunlardaki ütopik dünyaların varlığını sorgulamadan kabullenmiş bir okur olarak kitaptaki dünyayı sevdim kabul edebildim Kitabı bitirdikten sonraki iki gece uykularımı böldü duyduğum kızgınlık hissi
0,dünyanin polemik hastasi dedikoduyu seven birazda komedya tragedya üzerinede asiri kiskanc olan bir komutan iyi komutan olmak iyi devlet adami olabilmek baska seyler cesurluk önsezi baska seyler kudret sözünün tesirli olabilmesi baska seyler
0,resmi ideoloji tarih kurgusu anlayışı eleştirel okunması gerekir
1,Çok eğlenceli bulduğun bir karakter oldu Oblomov gerçekten bir klasik yayın evinin kitap çeviri fevkalade iyi su aktı zaman okurken
1,Alanında kült bir eser Tarih severlere ağır gelmeyecektirç
1,Saki garip bir yazar insanı kendine çeken bir üslubu var
0,çocuklardan ziyade yetişkinler iyi bir kitap Çocuklarımda ilgisini çekmedi
1,KURANLA GÜLMEK KURANLA GÜLMEK KURANI DAHA ÇOK SEVMEK SEVDİRMEK NİYETİ İLE YAZILMIŞ GİBİ GÜZEL BİR KİTAP
1,Kütüphanemde ciltlisi olsun istedim Kesinlikle herkes tarafından okunmalı
1,Tavsiye ederim Güzeldi Ayrıca iş bankasının serisine bayılıyorum
1,Stefan Zweig ın güzellerinden
1,güzel faydalı bir seri gerçek süper kahramanlar
1,Yazarın Acı Çikolata adlı kitabını severek okumuştum Bu kitabı aynı hevesle okudum diyebilirim Bir çırpıda okuyacağınız değişik konusu olan güzel bir kitap
0,Ne ajandaya benziyor dolgun bir mitolojik içerik var 10 üzerinden 2 zor hakkeder Görmeden almak
1,bence tür kitapların kolay anlaşılanı
1,Okunması gereken bir eser gerçekler can yakacak okuyunuz
0,ciddi bir çalışma olduğunu düşünmüştüm ancak hayal kırıklığı oldu kağıt israfı tamamen almanızı önermem
1,yazarın okuduğum ilk kitabıydı kadar heyecanlı bir sonraki sayfaya geçmek sabırsızlanacaksınız kesinlikle takip edeceğim bir yazar
0,Kitabın içinde gerizekalı aptal özellikle meme popo sevişme öpüşme kelimeleri geçiyor Tamam canım benim önemli bir varsa oda son ses müzik dinlemek değil bir varsa oda son ses müzik dinlemek değil bir varsa oda son ses müzik dinlemek değil bir varsa oda son ses müzik dinlemek değil bir varsa oda son ses müzik dinlemek değil bir varsa oda son ses müzik dinlemek değil
0,Eser malum anlatmaya gerek yok Ama tercüme kötü Kitap hakkında yanlış bilgi sahibi olursunuz Ahmet Aslanın tercümesi faydalıdır
1,kitap üç eser değerinde emek verilmiş baştan sona tespitler içeren kalın olmasına rağmen yormayan su akan bir eser günümüz kitaplar içerisinde alıp pişman olmayacağiınız bir kitap
1,Yazar kendini belli etmeden olağanüstü bilgiler vermiş
0,Baskı eski olduğu sayfalar tutmadan dağılıyor yazık
0,güne bir şiir baş ucunda bulunmalı
0,Çok basit anlatımı pek hoş gelmedi bize beğenmedim Yerli yazarları denemek istedim hayal kırıklığı yarattı Bu fiyatlara cok cok güzel eğlenceli kitaplar var Tavsiye etmiyorum
0,güncel olaylarla tip kitaplar çıkar kalıcı değildir
0,Sadece nefes değişen hayatlara yer verilmiş Ne bir teknik bir açıklama Beğenmedim
0,dili sıkıcı
1,Çok etkilendiğim bi kitap mutlaka okunmalı
1,Gülten Dayıoğlu nun güzel kaleminden keyifli bir eser
1,faydalanması gereken bir eser olmuş emeği geçenlerde Allah razı olsun
1,7 yaşindaki kizim severek okudu 2 siniflar icin uygun
1,Direnişçileri ortamı anlamak hissetmek
0,Fazla beklentiye girmemek lazım hikayelerin çoğu sıradan anlatılan sorunlar çözüme kavuştu yazılmamış ciftler terpideyken hangi aşamalar yaşandı yazilmamis
1,Roman içerisinde özellikle toplumsal tahliller başarılı karakterlerin psikolojileri farklı akıcı bir şekilde anlatılmış Okunması gereken bir eser
0,popüler yazarlara karşı yaşasın KLASİKLER
1,KEŞKE BİZDE ÇİFTLİĞE GİDEBİLSEK
1,Keyifle okuyacağınız bir kitap emeğinize sağlık inşallah güven güvenlik sorunu aşılır digital dünyaya geçiş yaparız
1,Baskı kalitesi çizimler harika Tavsiye ederim
1,Okurken göz yaşlarınıza hakim olamayacağınız bir eser
1,Politik siyasi yazar olarak bilinen öyle olmayan Ömer Lütfi Mete nin kendi dizelerini bulacaksınız
0,Beynim kazan ben kepçe gidiyorum gündüz gece sayfa sayfa okuyorum okuduğumu akşamına unutuyorum haybeden kaybedenler güruhunda yol alıyorum kadar sıkıcı kadar felsefik anlam veremediğim helezonlar yaşıyorum ben yandım sizler yanmayın diyorum
1,İnsanin iç dünyasını çarpıcı bir şekilde gözler önüne seriyor kesinlikle okunması gereken bir eser
1,New York Times ın satan romanı Çok akıcı sıkılmadan okunabilecek bir eser
0,Genel yorumlar oldukça olumluyken bende öyle bir etki bırakmadı Bitmesini dileye dileye sıkıla sıkıla okumuştum
0,Bu kitabı aldım okudum hala bunu anlamaya çalışıyorum Okunacak güzel kitaplar var düşünüyorum
1,Yüksek Lisans derslerim gereken kaliteli bir kaynak kitap
0,afaki yazılar var milli Mecmua ismine uygun işler yapmıyor milli olana kadar yakın olduğunu kendinizi okuyarak görebilrsiniz eh işte
0,Berbat ötesi bir çeviri eser çevirmenin eliyle solup kurumuş
0,çizimler güzel ortada hikaye yok
0,muhyiddin arabi nin eserlerini merak edenlere tavsiye etmiyorum litera yayıncılık bir numara muhyiddin arabi konusunda onu tavsiye ediyorum öznesiz bir çalışma olmuş
1,şiir sanatını anlamak ideal
1,Türklerle ilgili ilginc bilgiler mevcut
0,Çok sıkıcı bir kitap cümleler adete bir birinin aynı uzattıkça uzatıyor Yazar kitabı yazmasa d olurmuş
1,Kardeşim iyi kaynak oldu
1,Yine muhteşem bir Harlan Coben romanı Önceki romanlarındaki karakterler değişmiş yine kitabın sonunu tahmin edemedim Sürükleyici merak uyandırıcı kafa yorucu bir kitap Ve sosyal mesajı olan bir kitap Tavsiye ederim
0,Kitap ayracı demek zor olsa İstanbul hatrına alınır Ama kitapyurdundan kaliteli ayraçlar beklerdim
1,adam iki üç sayfa hikayeye dünyaları sığdırmış
0,Çok iyi yeni yıl temalı kitaplar okumuşluğum var Okurken sıkıldım bana vakit kaybı geldi
0,Kapak tasarımı ismine bakarak aldığım kitabı açıkçası pek severek okuduğumu söyleyemem Teoman han Oğuz kağan bence basite indirgenmiş ikibin küsür yıldır isimleri halen anılan şahsiyetlerden bahsedilirken mücadeleri fedakarlıkları kahramanlıkları birazdaha iyi anlatılabilirdi eleştirilerimi birazdaha sıralayabilirim fakat uzatmaya gerek yok
0,yarida biraktigim devam ettiremedigim devam etme istegimin olmadigi nadir kitaplardan
1,güzel bir eser bölgeyi merak edenlerin alıp okumasını tavsiye ederim
1,kitabı Turgut Özakman ın diğer kitapları bir çırpıda okuyamadıysam Dr rıza nur u tanımak yazılmış belge niteliğinde bir eser
